,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
894,When Marnie Was There,(2014),PG,103 min,"Animation, Drama, Family            ",7.7,72        ,"43,442",$0.77M,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
895,The Motorcycle Diaries,(2004),R,126 min,"Adventure, Biography, Drama            ",7.7,75        ,"102,894",$16.78M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
896,Cape Fear,(1962),Passed,106 min,"Drama, Thriller            ",7.7,76        ,"30,343",,A lawyer's family is stalked by a man he once helped put in jail.
897,The Little Prince,(2015),PG,108 min,"Animation, Adventure, Drama            ",7.7,70        ,"64,099",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
898,Scarface,(1932),PG,93 min,"Action, Crime, Drama            ",7.7,90        ,"29,051",,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
899,Love and Death,(1975),PG,85 min,"Comedy, War            ",7.7,89        ,"39,574",,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
900,Dreams,(1990),PG,119 min,"Drama, Fantasy            ",7.7,,"27,560",$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
901,The Broken Circle Breakdown,(2012),Not Rated,111 min,"Drama, Music, Romance            ",7.7,70        ,"41,993",$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
902,Wait Until Dark,(1967),Not Rated,108 min,Thriller            ,7.7,81        ,"32,013",$17.55M,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
903,Down by Law,(1986),R,107 min,"Comedy, Crime, Drama            ",7.7,75        ,"53,198",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
904,Frost/Nixon,(2008),R,122 min,"Biography, Drama, History            ",7.7,80        ,"110,119",$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
905,Confessions,(2010),Not Rated,106 min,"Drama, Thriller            ",7.7,,"40,488",,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
906,Taste of Cherry,(1997),Not Rated,95 min,Drama            ,7.7,80        ,"33,191",$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.
907,The Breadwinner,(2017),PG-13,94 min,"Animation, Drama, Family            ",7.7,78        ,"26,872",$0.31M,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
908,The Salesman,(2016),PG-13,124 min,"Drama, Thriller            ",7.7,85        ,"62,342",$2.40M,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
909,The Triplets of Belleville,(2003),PG-13,80 min,"Animation, Adventure, Comedy            ",7.7,91        ,"55,673",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
910,The Magdalene Sisters,(2002),R,114 min,Drama            ,7.7,83        ,"27,777",$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
911,Adam's Apples,(2005),R,94 min,"Comedy, Crime, Drama            ",7.7,51        ,"52,372",$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
912,The Experiment,(2001),R,120 min,"Drama, Thriller            ",7.7,60        ,"94,915",$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
913,In America,(2002),PG-13,105 min,Drama            ,7.7,76        ,"43,688",$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
914,After the Wedding,(2006),R,120 min,Drama            ,7.7,78        ,"35,702",$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
915,The Girl Who Leapt Through Time,(2006),TV-PG,98 min,"Animation, Adventure, Comedy            ",7.7,66        ,"68,279",,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
916,The Caine Mutiny,(1954),Not Rated,124 min,"Drama, War            ",7.7,63        ,"28,662",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
917,Joint Security Area,(2000),Not Rated,110 min,"Action, Drama, Thriller            ",7.7,58        ,"32,127",,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
918,Jules and Jim,(1962),Not Rated,105 min,"Drama, Romance            ",7.7,97        ,"42,963",,Decades of a love triangle concerning two friends and an impulsive woman.
919,The Purple Rose of Cairo,(1985),PG,82 min,"Comedy, Fantasy, Romance            ",7.7,75        ,"53,015",$10.63M,"In 1935 New Jersey, a movie character walks off the screen and into the real world."
920,The Past,(2013),PG-13,130 min,"Drama, Mystery            ",7.7,85        ,"49,812",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
921,Fireworks,(1997),,103 min,"Crime, Drama, Romance            ",7.7,,"31,686",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
922,Zelig,(1983),PG,79 min,Comedy            ,7.7,,"43,012",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
923,The Muppet Christmas Carol,(1992),G,85 min,"Comedy, Drama, Family            ",7.7,64        ,"64,080",$27.28M,The Muppets present their own touching rendition of Charles Dickens' classic tale.
924,The Edge of Heaven,(2007),Not Rated,122 min,Drama            ,7.7,85        ,"32,734",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
925,Guardians of the Galaxy Vol. 2,(2017),PG-13,136 min,"Action, Adventure, Comedy            ",7.6,67        ,"709,078",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
926,Harry Potter and the Sorcerer's Stone,(2001),PG,152 min,"Adventure, Family, Fantasy            ",7.6,65        ,"807,541",$317.58M,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
927,Once Upon a Time in Hollywood,(2019),R,161 min,"Comedy, Drama            ",7.6,83        ,"775,770",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
928,American Psycho,(2000),R,102 min,"Crime, Drama, Horror            ",7.6,64        ,"654,023",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
929,The Fifth Element,(1997),PG-13,126 min,"Action, Adventure, Sci-Fi            ",7.6,52        ,"485,281",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
930,Star Wars: Episode III - Revenge of the Sith,(2005),PG-13,140 min,"Action, Adventure, Fantasy            ",7.6,68        ,"810,407",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
931,My Cousin Vinny,(1992),R,120 min,"Comedy, Crime            ",7.6,68        ,"131,740",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
932,The Butterfly Effect,(2004),R,113 min,"Drama, Sci-Fi, Thriller            ",7.6,30        ,"500,924",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
933,Office Space,(1999),R,89 min,Comedy            ,7.6,68        ,"275,183",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
934,Sicario,(2015),R,121 min,"Action, Crime, Drama            ",7.6,82        ,"445,235",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
935,Moana,(I) (2016),PG,107 min,"Animation, Adventure, Comedy            ",7.6,81        ,"350,504",$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
936,Superbad,(2007),R,113 min,Comedy            ,7.6,76        ,"598,971",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
937,300,(2006),R,117 min,"Action, Drama            ",7.6,52        ,"835,478",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
938,Moneyball,(2011),PG-13,133 min,"Biography, Drama, Sport            ",7.6,87        ,"438,433",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
