,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
926,Kẻ Sát Nhân Cuồng Tín,(2000),102 min,7.6,64        ,"651,712",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
927,Vệ Binh Dải Ngân Hà 2,(2017),136 min,7.6,67        ,"701,311",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
928,Tiền Bi,(2011),133 min,7.6,87        ,"437,236",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
929,Hành Trình Của Moana,(I) (2016),107 min,7.6,81        ,"349,506",$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
930,Điệp Vụ Kép,(2006),129 min,7.6,76        ,"382,446",$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
931,Cách Mạng Công Sở,(1999),89 min,7.6,68        ,"274,656",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
932,Deadpool 2,(2018),119 min,7.6,66        ,"601,823",$324.59M,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
933,Siêu Tệ Hại,(2007),113 min,7.6,76        ,"597,723",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
934,Nhân Tố Thứ 5,(1997),126 min,7.6,52        ,"484,497",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
935,Sicario: Ranh Giới,(2015),121 min,7.6,82        ,"444,249",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
936,My Cousin Vinny,(1992),120 min,7.6,68        ,"131,187",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
937,300 Chiến Binh,(2006),117 min,7.6,52        ,"834,497",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
938,Chiến Tranh Giữa Các Vì Sao 3: Người Sith Báo Thù,(2005),140 min,7.6,68        ,"808,706",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
939,Lưỡi Cưa,(2004),103 min,7.6,46        ,"433,698",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
940,The Birds,(1963),119 min,7.6,90        ,"195,260",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
941,The Fly,(1986),96 min,7.6,79        ,"190,135",$40.46M,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
942,Người Hùng Báo Thù,(2009),162 min,7.6,56        ,"561,623",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
943,Người Hùng Củ Chuối,(2010),117 min,7.6,66        ,"573,885",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
944,Ánh Sao Ma Thuật,(2007),127 min,7.6,66        ,"277,020",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
945,Góc Khuất,(2009),129 min,7.6,53        ,"342,913",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
946,Kung Fu Panda,(2008),92 min,7.6,74        ,"486,541",$215.43M,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
947,Vũ Khí Tối Thượng,(1987),109 min,7.6,68        ,"265,601",$65.21M,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
948,Sự Khởi Đầu Của Hành Tinh Khỉ,(2014),130 min,7.6,79        ,"450,516",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
949,Vì Sao Vụt Sáng,(2018),136 min,7.6,88        ,"396,208",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
950,Ngôi Nhà Toàn Ma,(2001),101 min,7.6,74        ,"375,560",$96.52M,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
951,The Royal Tenenbaums,(2001),110 min,7.6,76        ,"300,137",$52.36M,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
952,Truy Tìm Tung Tích Ảo,(III) (2018),102 min,7.6,71        ,"170,910",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
953,RoboCop,(1987),102 min,7.6,70        ,"266,536",$53.42M,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
954,Bản Báo Cáo Thiểu Số,(2002),145 min,7.6,80        ,"563,784",$132.07M,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
955,Thành Phố Bóng Đêm,(1998),100 min,7.6,66        ,"204,470",$14.38M,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
956,After Hours,(I) (1985),97 min,7.6,90        ,"73,181",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
957,Hoa Mộc Lan,(1998),87 min,7.6,71        ,"297,740",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
958,Đứa Bé Mất Tích,(2007),114 min,7.6,72        ,"279,445",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
959,Không Lùi Bước,(II) (2016),102 min,7.6,88        ,"238,110",$26.86M,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
960,Rebel Without a Cause,(1955),111 min,7.6,89        ,"93,592",%^%^%^,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
961,Hang Quỷ Đông Âu,(2007),100 min,7.6,83        ,"249,934",$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
962,Chúng Ta Làm Gì Trong Bóng Tối,(2014),86 min,7.6,76        ,"189,594",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
963,Kẻ Trộm Mặt Trăng,(2010),95 min,7.6,72        ,"559,223",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
964,Hiệu Ứng Cánh Bướm,(2004),113 min,7.6,30        ,"500,096",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
965,Lằn Ranh Đỏ Mỏng Manh,(1998),170 min,7.6,78        ,"192,316",$36.40M,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
966,Tôi Sống Trong Tôi,(2011),120 min,7.6,70        ,"157,747",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
967,True Grit: Báo Thù,(2010),110 min,7.6,80        ,"346,070",$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
968,Max Điên 2: Hung Thần Xa Lộ,(1981),96 min,7.6,77        ,"185,561",$12.47M,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
969,Nhà Mitchell Đối Đầu Với Máy Móc,(2021),114 min,7.6,81        ,"115,045",%^%^%^,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
970,Đột kích: Chuộc tội,(2011),101 min,7.6,73        ,"209,463",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
971,Rushmore,(1998),93 min,7.6,86        ,"189,977",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
972,Cậu Bé Rừng Xanh,(1967),78 min,7.6,65        ,"189,247",$141.84M,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
973,End of Watch,(2012),109 min,7.6,68        ,"255,872",$41.00M,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves."
974,Cái Giá Của Sự Thật,(2019),126 min,7.6,73        ,"93,201",%^%^%^,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
975,Enter the Dragon,(1973),102 min,7.6,83        ,"107,379",$25.00M,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.
976,Cô Bé Người Cá Ponyo,(2008),101 min,7.6,86        ,"149,968",$15.09M,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
977,Match Point,(2005),124 min,7.6,72        ,"222,029",$23.09M,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
