,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
6321,London,2005,92,Drama,6.4,24        ,24008,0.01,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.
6322,Contraband,2012,109,Action,6.4,51        ,124502,66.53,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
6323,Every Day,2018,97,Drama,6.4,52        ,22563,6.10,A shy teenager falls for a spirit who wakes up in the body of a different person every morning.
6324,Extraordinary Measures,2010,106,Drama            ,6.4,45        ,17349,11.85,A drama centered on the efforts of John and Aileen Crowley to find a researcher who might have a cure for their two children's rare genetic disorder.
6325,Forsaken,2015,90,Action,6.4,55        ,13038,,"In 1872, an embittered gunslinger named John Henry Clayton attempts to make amends with his estranged father Reverend Samuel Clayton while their community is besieged by ruthless land-grabbers."
6326,The Kentucky Fried Movie,1977,83,Comedy            ,6.4,61        ,19379,,"A series of short, highly irreverent, and often tasteless skits."
6327,Bad Samaritan,2018,110,Crime,6.4,42        ,24709,3.44,A pair of burglars stumble upon a woman being held captive in a home they intended to rob.
6328,Inventing the Abbotts,1997,110,Drama,6.4,49        ,13419,5.94,Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.
6329,Batman: The Killing Joke,2016,76,Animation,6.4,,59019,3.78,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness."
6330,The Joneses,2009,96,Comedy,6.4,55        ,41080,1.47,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors."
6331,Lock Up,1989,109,Action,6.4,52        ,44581,22.10,"With only six months left of his sentence, inmate Frank Leone is transferred from a minimum security prison to a maximum security prison by a vindictive warden."
6332,Beach Rats,2017,98,Drama            ,6.4,78        ,15490,0.47,A Brooklyn teenager spends his days experimenting with drugs and looking online for older men to meet.
6333,1492: Conquest of Paradise,1992,154,Adventure,6.4,47        ,31349,7.19,Christopher Columbus' discovery of the Americas and the effect this has on the indigenous people.
6334,The Swan Princess,1994,90,Animation,6.4,70        ,25903,9.77,A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.
6335,Malice,1993,107,Crime,6.4,52        ,26174,46.04,"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
6336,Creep 2,2017,78,Crime,6.4,75        ,28884,,"A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake."
6337,The High Note,2020,113,Drama,6.4,58        ,12546,,A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.
6338,The Company You Keep,2012,125,Drama,6.4,57        ,34216,5.13,"After a journalist discovers his identity, a former Weather Underground activist goes on the run."
6339,Step Up Revolution,2012,99,Drama,6.4,43        ,57122,35.07,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans."
6340,The Experiment,2010,96,Drama,6.4,,55962,,26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.
6341,Dirty Work,1998,82,Comedy            ,6.4,24        ,28671,9.98,A loser finds success in the revenge-for-hire business.
6342,Final Fantasy: The Spirits Within,2001,106,Animation,6.4,49        ,82934,32.13,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.
6343,Mary Shelley,2017,120,Biography,6.4,49        ,16658,0.11,"Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein."
6344,Fireproof,2008,122,Drama,6.4,28        ,23413,33.46,"In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare."""
6345,Charlie St. Cloud,2010,99,Drama,6.4,37        ,63451,31.16,"After Charlie survives a car crash that kills his younger brother, he is given the gift of seeing the spirits of his brother and others who he has lost, and must use his powers to save the woman he loves from impending disaster."
6346,Archive,2020,109,Drama,6.4,67        ,24456,,2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs.
6347,Maniac,1980,87,Crime,6.4,22        ,18867,,A psychopathic man goes on a killing and mutilation spree in New York City.
6348,Shampoo,1975,110,Comedy,6.4,65        ,13393,49.41,"On Election Day, 1968, a hairdresser and ladies' man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend."
6349,The Man with Two Brains,1983,93,Comedy,6.4,61        ,26953,10.10,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain."
6350,The Souvenir,2019,120,Drama,6.4,92        ,13605,1.04,A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.
6351,Kate & Leopold,2001,118,Comedy,6.4,44        ,86614,47.12,An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.
6352,Dirty Girl,2010,90,Comedy,6.4,37        ,11071,0.05,"It's 1987 and Danielle, the high-school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joa and a Walkman full of glorious '80s tunes."
6353,The Rover,2014,103,Action,6.4,64        ,49674,1.11,"10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey."
6354,The Adventures of Ford Fairlane,1990,104,Action,6.4,24        ,18679,21.41,A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.
6355,Into the Night,1985,115,Action,6.4,41        ,12979,7.56,"After discovering that his wife is cheating on him, an insomniac aerospace engineer accidentally meets, and tries to help, a beautiful model on the run from some extremely dangerous people."
6356,A Boy and His Dog,1975,91,Comedy,6.4,68        ,18402,6.90,A young man and his telepathic dog wander a post-apocalyptic wasteland.
6357,Where the Truth Lies,2005,107,Crime,6.4,47        ,18391,0.87,"Karen O'Connor, a young journalist known for her celebrity profiles, is consumed with discovering the truth behind a long-buried incident that affected the lives and careers of showbiz team Vince Collins and Lanny Morris."
6358,Ghost Stories,2017,98,Drama,6.4,68        ,35519,0.14,"After receiving a file with details of three unexplained cases of apparitions, skeptical professor Phillip Goodman embarks on a terrifying trip."
6359,Be Kind Rewind,2008,102,Comedy            ,6.4,52        ,92420,11.17,"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars."
6360,Black Sea,2014,114,Adventure,6.4,62        ,39533,1.17,"In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold."
6361,The Good Girl,2002,93,Drama,6.4,71        ,46167,14.02,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.
6362,The Night Before,2015,101,Comedy,6.4,58        ,78675,43.04,"On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties."
6363,Best of the Best,1989,97,Action,6.4,26        ,14627,1.70,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and work together to win?
6364,Laggies,2014,99,Comedy,6.4,63        ,44946,0.44,"In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes. She takes an opportunity to escape for a week, hiding out in the house of her new 16-year-old friend Annika and her world-weary single dad."
6365,Tom Jones,1963,129,Adventure,6.4,77        ,13660,37.60,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.
6366,I Love You to Death,1990,97,Comedy,6.4,45        ,14986,16.19,"Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He's also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating."
